time,a,e,i,Omega,omega,theta,tp
2023-10-13 19:31:59.999899,6762222.111089163,0.0005602524435724565,0.724767307412404,2.6748068187031344,1.5226209860839302,0.628921300473096,2023-10-13 19:22:46.641760
2023-10-13 19:35:59.999999,6760405.394640452,0.000817298716574763,0.7246198602768984,2.6743362089951717,1.4200261506606524,0.4589761850875398,2023-10-13 19:29:16.545116
2023-10-13 19:40:00.000000,6759572.094760238,0.0009464916818212067,0.7245557703516136,2.6737754349747953,1.5257313335365996,0.08071015908811785,2023-10-13 19:38:49.088494
2023-10-13 19:44:00.000000,6760005.1000412805,0.0008733372623328433,0.7245941477465793,2.6731995755044182,1.648750624766438,-0.3148782635257541,2023-10-13 19:48:36.724783
2023-10-13 19:47:59.999899,6761612.000472661,0.0006325176789044871,0.7247256432215509,2.672689779057434,1.6257338161746138,-0.5644227498909891,2023-10-13 19:56:16.466686
2023-10-13 19:51:59.999999,6763889.05254331,0.00046014258673609485,0.7249138491736926,2.672309583843039,1.0781413124227648,-0.28937625130047107,2023-10-13 19:56:14.738473
2023-10-13 19:56:00.000000,6766163.3148123305,0.0007078528891643498,0.7251032149361912,2.6720876417151254,0.5446694024778989,-0.028444249424019574,2023-10-13 19:56:25.039430
2023-10-13 20:00:00.000000,6767730.368306285,0.0011032009397587907,0.7252374301057851,2.6720030936623598,0.5558285407295644,-0.31217178757091013,2023-10-13 20:04:34.692191
2023-10-13 20:03:59.999899,6768207.960231998,0.0014160711306607416,0.7252796189188246,2.6719926140542443,0.7391504916639723,-0.7101565578586653,2023-10-13 20:14:24.692010
2023-10-13 20:07:59.999999,6767451.1623684205,0.0015718164721353158,0.7252172815836225,2.6719732612231577,0.9802402482222419,-0.6784554760681922,2023-10-13 20:17:56.522148
2023-10-13 20:12:00.000000,6765633.1507888455,0.0015474894326751299,0.7250695952540118,2.671865270420758,1.2357968155763925,-0.6610360921711793,2023-10-13 20:21:40.991720
2023-10-13 20:16:00.000000,6763294.461731945,0.0013741869310551433,0.7248791889864314,2.671614138235127,1.4692577522795505,-0.621316955678509,2023-10-13 20:25:05.962712
2023-10-13 20:19:59.999899,6761161.287358054,0.0011274372077994424,0.7247017255012504,2.6712074390764213,1.6244384212994234,-0.5031295868662715,2023-10-13 20:27:22.083200
2023-10-13 20:23:59.999999,6759793.5067888545,0.0009159977715587277,0.7245889590607262,2.670677510139509,1.6313978477726168,-0.23658445469444356,2023-10-13 20:27:27.887820
2023-10-13 20:28:00.000000,6759583.565159876,0.0008812944571230678,0.7245738245031852,2.6700905775942423,1.4985435333239652,0.16983215628611092,2023-10-13 20:25:30.765592
2023-10-13 20:32:00.000000,6760638.033845587,0.0010580052009002265,0.7246605644814771,2.669538237886263,1.456141533652541,0.48575728495501136,2023-10-13 20:24:53.176398
2023-10-13 20:35:59.999899,6762666.772940419,0.0013106479579921954,0.7248225402853714,2.6690953893911793,1.587430541091278,0.6278685392944192,2023-10-13 20:26:48.289360
2023-10-13 20:39:59.999999,6765009.765325617,0.0015027834729174007,0.7250127913262736,2.668802496002334,1.810873855726114,0.6776450906930118,2023-10-13 20:30:04.436928
2023-10-13 20:44:00.000000,6767026.011356658,0.0015632828017367267,0.7251779418506725,2.668657431715162,2.0670486866672597,0.69448562938106,2023-10-13 20:33:49.424791
2023-10-13 20:48:00.000000,6768116.59624606,0.0014501266312905979,0.7252681595551571,2.6686199928256906,2.318845580626734,0.715508312307374,2023-10-13 20:37:30.650131
2023-10-13 20:51:59.999899,6767969.7238508845,0.0011697416008467033,0.7252577360865287,2.6686159399653797,2.5251351206025547,0.4510323651620425,2023-10-13 20:45:23.133647
2023-10-13 20:55:59.999999,6766669.611123585,0.0007836561314167476,0.7251501845210542,2.6685618967586873,2.6000864395765033,0.10351638845290356,2023-10-13 20:54:28.878032
2023-10-13 21:00:00.000000,6764562.841804885,0.00046407086453300266,0.7249781322990582,2.6683904755773953,2.225464014121695,0.20561780571586574,2023-10-13 20:56:58.969757
2023-10-13 21:04:00.000000,6762277.202492125,0.0005472259921042339,0.7247899806018665,2.6680658583345944,1.5362290893231312,0.6223312777106886,2023-10-13 20:54:52.420862
2023-10-13 21:08:00.000000,6760463.096742569,0.0008012276533207684,0.724640591434117,2.667597426698645,1.4193950403849143,0.4666211742938331,2023-10-13 21:01:09.806183
2023-10-13 21:11:59.999999,6759617.961309443,0.0009320749071173341,0.7245737497819357,2.6670363257060967,1.5193396211306405,0.09411015183115512,2023-10-13 21:10:37.312048
2023-10-13 21:15:59.999999,6759972.060713558,0.0008707470384126985,0.7246093111597113,2.666461669032882,1.638225794989896,-0.29734869178770973,2023-10-13 21:20:21.317861
2023-10-13 21:20:00.000000,6761476.2638230715,0.0006431220269957398,0.7247377913152478,2.6659530556824675,1.625930320370178,-0.5576163923204003,2023-10-13 21:28:10.454499
2023-10-13 21:24:00.000000,6763739.175964186,0.0004579218390267083,0.7249242619362057,2.665570799282853,1.1059065300427073,-0.31014155431690504,2023-10-13 21:28:33.010846
2023-10-13 21:27:59.999999,6766077.6399534065,0.0006944542436090085,0.7251142859226312,2.665345045928182,0.5393276682359741,-0.01610656006053135,2023-10-13 21:28:14.178689
2023-10-13 21:31:59.999999,6767735.985017654,0.0010965804873968258,0.7252524749125386,2.665256479412817,0.5395735358205084,-0.28892488314647924,2023-10-13 21:36:14.238672
2023-10-13 21:36:00.000000,6768229.851052486,0.001412148187657508,0.7252979331287727,2.6652449345885674,0.7263952207089192,-0.7043917877155899,2023-10-13 21:46:19.626322
2023-10-13 21:40:00.000000,6767478.325407888,0.0015673322517351517,0.7252386991606421,2.665226991740729,0.9688675606524855,-0.6740750588045008,2023-10-13 21:49:52.677471
2023-10-13 21:43:59.999999,6765705.295634187,0.0015484612612932144,0.7250914027547487,2.6651210954126876,1.2238149531305034,-0.656049439444942,2023-10-13 21:53:36.615208
2023-10-13 21:47:59.999999,6763382.498203797,0.0013802853091785885,0.7248995129870986,2.66487152041096,1.4595378747071448,-0.6185948061402539,2023-10-13 21:57:03.574292
2023-10-13 21:52:00.000000,6761186.7307287585,0.001128682396570175,0.7247202223887771,2.664466868193346,1.6217319512953092,-0.5074241132366948,2023-10-13 21:59:25.858920
2023-10-13 21:56:00.000000,6759792.131925166,0.0009128621076347835,0.7246053915577518,2.6639401418284634,1.6292713914646855,-0.24146381897709834,2023-10-13 21:59:32.176745
2023-10-13 21:59:59.999999,6759570.516234686,0.0008757063011918272,0.7245876474007151,2.6633559222217547,1.5008205755747792,0.16054554986403669,2023-10-13 21:57:38.924855
2023-10-13 22:03:59.999999,6760555.194698943,0.001042419737580708,0.724672855284662,2.6627968902917094,1.4534962183012605,0.4813965936129976,2023-10-13 21:56:57.003733
2023-10-13 22:08:00.000000,6762487.794050417,0.0012871772751659406,0.7248357063463176,2.6623441804251633,1.575243155990814,0.6330557738916842,2023-10-13 21:58:43.727552
2023-10-13 22:12:00.000000,6764828.533728034,0.0014850289981615113,0.7250271944132175,2.6620450573550567,1.7951318699989998,0.6863901397772028,2023-10-13 22:01:56.752161
2023-10-13 22:15:59.999899,6766879.0636895,0.0015526430070969027,0.7251916866035616,2.6618982644709894,2.050836603359797,0.7037012885538534,2023-10-13 22:05:41.326586
2023-10-13 22:19:59.999999,6768043.938489804,0.0014493751455447858,0.7252829667438808,2.6618594435688445,2.303808213973755,0.7235499012125257,2023-10-13 22:09:23.582871
2023-10-13 22:24:00.000000,6767960.429328801,0.001174259281402283,0.725272533911039,2.6618554252497058,2.513022293847028,0.4701410412062099,2023-10-13 22:17:06.321582
2023-10-13 22:28:00.000000,6766687.169515334,0.0007896367807571596,0.725164191282073,2.6618022940233996,2.5897508450980653,0.1208487042485844,2023-10-13 22:26:13.621731
2023-10-13 22:31:59.999899,6764611.722719073,0.0004691230945277557,0.7249897026862507,2.6616310548507376,2.2278838022008665,0.21019544021722547,2023-10-13 22:28:54.939206
2023-10-13 22:35:59.999999,6762328.298348648,0.0005454852226364328,0.7247980222955597,2.661305020754401,1.5358818107424819,0.6296758131742761,2023-10-13 22:26:45.949547
2023-10-13 22:40:00.000000,6760497.889510644,0.000800952666852677,0.7246456508906927,2.6608359669479853,1.4141925006840048,0.47882215059409283,2023-10-13 22:32:59.075902
2023-10-13 22:44:00.000000,6759649.89238105,0.0009319589049719573,0.7245761852462821,2.6602751132351767,1.5103511407946615,0.11009907071006153,2023-10-13 22:42:23.262909
2023-10-13 22:47:59.999899,6759996.670768265,0.000871656512158527,0.7246091749597489,2.6596985058474627,1.62563080356681,-0.27775297994269144,2023-10-13 22:52:04.096637
2023-10-13 22:51:59.999999,6761433.939086404,0.000654839334645248,0.7247352205523427,2.659188566116993,1.6094372365782879,-0.5341220587230642,2023-10-13 22:59:49.772516
2023-10-13 22:56:00.000000,6763598.767864159,0.00047454770338185533,0.7249189443926762,2.658806459483625,1.1300207244414011,-0.3272524393699412,2023-10-13 23:00:48.055279
2023-10-13 23:00:00.000000,6765928.402554572,0.0006916360701856503,0.7251078437158895,2.6585788588324237,0.55992214607441,-0.02969753799014485,2023-10-13 23:00:26.142185
2023-10-13 23:03:59.999899,6767676.977403233,0.0010965899913922413,0.7252472550012499,2.6584877771195408,0.5371123274683457,-0.2794623745752752,2023-10-13 23:08:05.908364
2023-10-13 23:07:59.999999,6768279.401236238,0.0014260536193098,0.7252941305173173,2.658475485288277,0.7161621800732858,-0.7011563560947268,2023-10-13 23:18:16.769957
2023-10-13 23:12:00.000000,6767553.947910936,0.001586826651425212,0.725236486949047,2.6584585677957775,0.9578448393629433,-0.6700454822198807,2023-10-13 23:21:49.121456
2023-10-13 23:16:00.000000,6765764.324107415,0.0015669009101413462,0.7250910964493821,2.65835585195374,1.2126010480508453,-0.6518247071795157,2023-10-13 23:25:32.888257
2023-10-13 23:19:59.999899,6763444.717450238,0.0013975053275308972,0.7248995630862877,2.658110210165275,1.4450262074485938,-0.6110684052213473,2023-10-13 23:28:56.948393
2023-10-13 23:23:59.999999,6761261.188667006,0.0011477321550297838,0.7247185776041578,2.6577077631196824,1.6050862246452078,-0.497757890377887,2023-10-13 23:31:17.355161
2023-10-13 23:28:00.000000,6759817.410238925,0.0009267284267724452,0.7246013499541103,2.6571824396284045,1.6172685583217603,-0.23643438761923075,2023-10-13 23:31:27.752635
2023-10-13 23:32:00.000000,6759539.611176911,0.0008820114466117801,0.7245809336214781,2.6566002606895798,1.4858324425212972,0.16856417830566572,2023-10-13 23:29:31.881460
2023-10-13 23:35:59.999899,6760528.36703841,0.0010492865212803136,0.72466307330635,2.656043652926587,1.4407330587754812,0.48719255828452357,2023-10-13 23:28:51.918189
2023-10-13 23:39:59.999999,6762442.356580514,0.0012902667313124455,0.7248252019076418,2.655585898393226,1.562759914781744,0.6385781601726959,2023-10-13 23:30:38.882247
2023-10-13 23:44:00.000000,6764750.594770804,0.001482260357242932,0.7250212861706425,2.6552757611482853,1.7816001150157306,0.6929703215253824,2023-10-13 23:33:50.973843
2023-10-13 23:48:00.000000,6766774.931890867,0.0015474179441898831,0.7251958962454275,2.6551176628557083,2.033845155806155,0.7137489173040192,2023-10-13 23:37:32.497181
2023-10-13 23:51:59.999899,6767941.030845657,0.001444743282342848,0.725296624591515,2.655073949168147,2.283234557689061,0.7371812760854515,2023-10-13 23:41:11.596342
2023-10-13 23:55:59.999999,6767904.561457101,0.0011746356174331116,0.7252928355602594,2.655070080065352,2.4900494137237636,0.5000596524590488,2023-10-13 23:48:39.997000
2023-10-14 00:00:00.000000,6766669.08044074,0.0007931330384894867,0.7251878559497497,2.6550196157068853,2.563305779144578,0.15424582446564106,2023-10-13 23:57:44.224748
2023-10-14 00:04:00.000000,6764614.4440135835,0.00047843299368950854,0.7250144898805211,2.6548519973496183,2.1995295058816215,0.24550997081552905,2023-10-14 00:00:23.850931
2023-10-14 00:08:00.000000,6762337.597258735,0.0005578512997604815,0.7248229823499901,2.6545307743265782,1.5253867845451794,0.6471410579174293,2023-10-13 23:58:30.591651
2023-10-14 00:11:59.999999,6760498.0592093,0.0008146379456002786,0.7246683887198204,2.6540628894549876,1.4057093591673757,0.49428355275369307,2023-10-14 00:04:45.493755
2023-10-14 00:15:59.999999,6759633.739514397,0.0009480067932972643,0.7245960255521462,2.653500656982894,1.5019315958164665,0.12550356481457503,2023-10-14 00:14:09.731756
2023-10-14 00:20:00.000000,6759985.04724157,0.0008868750870179423,0.7246264105306657,2.6529228979088724,1.6139674370847747,-0.25909808894422026,2023-10-14 00:23:47.694220
2023-10-14 00:24:00.000000,6761421.94957044,0.0006706440513413903,0.7247505913873199,2.652409613164131,1.594846469097123,-0.5125357466049973,2023-10-14 00:31:30.769865
2023-10-14 00:27:59.999999,6763536.01591104,0.0004976697439432758,0.7249325741184834,2.6520253587215588,1.1383050067375644,-0.328537742032153,2023-10-14 00:32:49.169508
2023-10-14 00:31:59.999999,6765755.469339156,0.0006970674176412582,0.7251199093102259,2.651796371034429,0.5987620804042622,-0.06153527613921883,2023-10-14 00:32:54.165719
2023-10-14 00:36:00.000000,6767519.683239197,0.0010928284073785577,0.7252597457201451,2.6517034705022207,0.551432977884388,-0.28677955868367383,2023-10-14 00:40:12.340559
2023-10-14 00:40:00.000000,6768224.22689697,0.0014337822377743052,0.7253101483998716,2.6516898923366266,0.7164730169998116,-0.7084688392925642,2023-10-14 00:50:23.188786
2023-10-14 00:43:59.999999,6767589.783987272,0.0016091330101636935,0.7252539240815016,2.6516738239422444,0.951952987431618,-0.6711510234476878,2023-10-14 00:53:50.074185
2023-10-14 00:47:59.999999,6765855.93398194,0.0015999692731677763,0.7251087176985251,2.6515731917735357,1.2028808193512974,-0.649094888837084,2023-10-14 00:57:30.464422
2023-10-14 00:52:00.000000,6763518.430621201,0.0014323601501522142,0.7249183128275231,2.651332382853082,1.4351329174307765,-0.6081576379460681,2023-10-14 01:00:54.363647
2023-10-14 00:56:00.000000,6761297.234963881,0.0011789775801907588,0.7247368994793608,2.6509348251030365,1.594842820571474,-0.49448751686815373,2023-10-14 01:03:14.458520
2023-10-14 00:59:59.999999,6759846.233492176,0.0009576287157226876,0.7246171899364481,2.6504104069836414,1.60817924628753,-0.234304381814731,2023-10-14 01:03:25.869658
2023-10-14 01:03:59.999999,6759536.715219417,0.000908202402989227,0.7245940760931416,2.6498276022963827,1.4841224874795678,0.1633303215430122,2023-10-14 01:01:36.488140
2023-10-14 01:08:00.000000,6760450.335731371,0.0010667058006307,0.7246739526603709,2.6492680242678963,1.4315715972588654,0.4894260887972157,2023-10-14 01:00:49.977278
2023-10-14 01:12:00.000000,6762362.780181369,0.0013097648313216638,0.7248330647686155,2.6488109430089097,1.5484265681442926,0.6459945305366905,2023-10-14 01:02:32.393929
2023-10-14 01:15:59.999899,6764700.795493624,0.0015038916382769957,0.7250265503037863,2.6485007011168133,1.7659174686206078,0.7017448886381696,2023-10-14 01:05:43.289930
2023-10-14 01:19:59.999999,6766778.112993637,0.0015691059946428092,0.7252002641145946,2.64834094027972,2.020325152274027,0.7203683266796759,2023-10-14 01:09:26.699425
2023-10-14 01:24:00.000000,6767986.570746313,0.0014627522134477177,0.7253016862985975,2.6482959076335506,2.2737001300214135,0.7398201073183439,2023-10-14 01:13:09.289059
2023-10-14 01:28:00.000000,6767954.756385421,0.0011857647477938407,0.7253035691609931,2.6482923881658267,2.4840622356093522,0.5129403461906437,2023-10-14 01:20:28.665617
2023-10-14 01:31:59.999899,6766709.502173427,0.0007991087374575349,0.7252070991104671,2.6482467649625256,2.5599953449767128,0.1644523166101748,2023-10-14 01:29:35.240659
